category,title,p_rating,count,itemId,overview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chicago Food Planet – Gateway to the West Loop Food Tour
Walking,Inside Chicago Walking Tours – Dazzling Interiors of the Loop,4.2,456,362,"Inside Chicago Walking Tours' The World Within: Dazzling Interiors of the Loop tour reveals interior architectural details that visitors might otherwise miss. Highlights of the two-hour tour include a gilded 80-foot-high ceiling, art deco lobbies, early Frank Lloyd Wright designs and rooms with stained-glass mosaics. Reviewers describe this tour, which involves about 1 1/2 miles of walking, as an informative and entertaining way to learn about the history of Chicago and its diverse, distinctive buildings. Tickets start at $30 for participants 11 and older and $25 for children ages 5 to 10 and patrons 65 and older. Children ages 4 and younger tour for free. Outings run Saturdays at 11 a.m. Inside Chicago also offers other architecture-oriented tours as well as private tours.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dylan's Tours – Dylan's Famous Tour with Muir Woods
Seaview,Dylan's Tours – Dylan's Famous Tour with Muir Woods,2.2,456,363,"If you're hoping to see the best of the Bay Area in one day, consider this six-hour excursion. You'll travel by minibus to some of San Francisco's most iconic neighborhoods and landmarks, including North Beach, Chinatown, Pacific Heights and the Painted Ladies before enjoying a snack in the charming town of Sausalito. From there, you'll spend more than an hour in Muir Woods. The tour starts and ends at Fisherman's Wharf and includes multiple photo stops. Reviewers describe tour guides as insightful and funny, and say the bus is very clean. The tour departs daily at 8:30 a.m. and tickets cost approximately $99 for adults and $69 for children 12 and younger. Combo tours to Alcatraz and electric bike tours are also available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brooks Lake Lodge & Spa: Dubois, Wyoming"
Lake,"Brooks Lake Lodge & Spa: Dubois, Wyoming",4.4,158,364,"Located near Grand Teton National Park in northwestern Wyoming, Brooks Lake Lodge & Spa's room rates include seasonal activities designed to take advantage of the state's expansive offerings. Summer means horseback riding, canoeing, hiking and fishing, while winter ushers in opportunities for snowshoeing, snowmobiling and ice fishing. Rates also include three meals a day, with staples like eggs and waffles for breakfast, and sandwiches and salads for lunch. Dinner deviates a bit toward a more luxurious selection of seafood, beef, game and poultry entrees, plus appetizers and desserts. Families can pick between lodge rooms and log cabins during their stay at Brooks Lake, and all accommodations sport lots of lumber and rustic decorative elements like wood-paneled walls and lodgepole pine beds. Lodge rooms include modern perks like Wi-Fi access, while log cabins supplement these techy perks with authentic touches like kettle stoves and clawfoot tubs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Migis Lodge on Sebago Lake: South Casco, Maine"
Seaside,"Migis Lodge on Sebago Lake: South Casco, Maine",3.8,123,365,"Located in southern Maine and about 25 miles northwest of Portland, Migis Lodge on Sebago Lake continues its more than centurylong tradition of welcoming families for a weekend of relaxation and bonding. Rates at Migis Lodge cover lodging, three daily meals and an assortment of activities. Programming for children includes the Migis Kids' Camp for little ones ages 4 through 6 and an Adventure Camp for youngsters 7 and older, plus supervised evening programs for when parents want a few hours to themselves. As for accommodations, families can opt to stay in the main building or one of 35 cottages. All digs come with fireplaces and balconies or elevated porches, plus Wi-Fi access, flat-screen TVs and handmade quilts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Old Town Trolley Tours of Washington D.C.
Heritage,Old Town Trolley Tours of Washington D.C.,4.8,783,366,"According to reviewers, this trolley tour provides an educational and relaxing outing, thanks to informative commentary from onboard guides. The tour lasts about 90 minutes and has one 30-minute stop at the Lincoln Memorial so travelers can stretch their legs and see monuments within the National Mall on their own. Silver Pass tickets cost approximately $45. Trollies run hourly from 10 a.m. to about 4 p.m. The Gold pass (around $55) includes a tour of Arlington National Cemetery. Old Town Trolley Tours also offers specialized Arlington National Cemetery tours, as well as the Monuments by Moonlight Tour, among others.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D.C. By Foot – National Mall Tour
Mall,D.C. By Foot – National Mall Tour,4.2,482,367,"D.C. By Foot's National Mall walking tour is a two-hour, mile-long stroll that includes stories about famous landmarks like the Vietnam Veterans Memorial, the Lincoln Memorial, and the Washington Monument. Travelers praise the tour, saying it is chock-full of information and that the guides are engaging. D.C. By Foot is a pay-what-you-want tour: it's free, though it is assumed you will tip your licensed, freelance guides. Tours depart Wednesdays at 10 a.m. and Fridays and Saturdays at 1:30 p.m.. The company also conducts a slightly shorter Scavenger Hunt at the Mall tour, which is geared toward kids, and a bevy of other tours around the city.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capital Segway Tours
Seaview,Capital Segway Tours,2.2,890,368,"Seeing all of Washington's landmarks on foot is an ambitious goal, but if you swap walking for riding a Segway, you'll be able to glide to most of them. Highlights on this approximately two-hour tour include the White House, the National Archives, the Smithsonian, the Washington Monument and the Capitol. Every rider receives a radio headset, which makes it easy to hear the guide's descriptions. Reviewers say the guides are great and that the tours provide the perfect overview of the city, which in turn helps visitors decide where they want to spend more time. Participants must be 16 or older and weigh at least 100 pounds to ride. Tickets start at $60. Tours run year-round and are offered several times a day, weather permitting.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walk of the Town – Monumental sTOURies
Walking,Walk of the Town – Monumental sTOURies,1.6,656,369,"Walk of the Town is a one-man show run by ""semiretired"" former teacher Tim Stewart. On his Monumental sTOURies tour, Stewart walks travelers to major sites, such as the White House, President's Park and the Lincoln Memorial, among other top attractions. Over the four-hour tour, Stewart shares historical facts and stories about the area's monuments. Stewart earns rave reviews from visitors, who praise him for his vast knowledge, humor and lessons in history. Tours are free; Stewart works for tips only. Tours start at 10 a.m., though the schedule varies. You can also arrange private, for-fee tours with Stewart.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue Fern Travel – U Street Food Tour
Travelling,Blue Fern Travel – U Street Food Tour,2.6,350,370,"This U Street tour run by Blue Fern Travel (formerly Carpe D.C. Food Tours) is purportedly the company's most popular, which makes sense because the U Street neighborhood is one of the liveliest in the city. During the three-hour tour, your guide will take you to severallocally-owned restaurants for hearty samples. As you make your way along U Street, you'll learn about the neighborhood's history, architecture and jazz heritage. Foodies find the history lessons surprising and informative; some love the information almost as much as the food. Tours, which are limited to eight people, venture daily (except Tuesdays) at 11:30 a.m. or noon year-round. Tickets cost approximately $90 per person. Blue Fern also offers food tours of Baltimore and Old Town Alexandria.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghost City Tours – Savannah Haunted Pub Crawl
Old Place,Ghost City Tours – Savannah Haunted Pub Crawl,3.8,700,371,"This adults-only (21 and older) evening pub crawl takes travelers to some of the city's most haunted pubs and taverns. During the roughly two-hour tour, guides share creepy tales about each bar stop. You'll also hear stories of murder and hoodoo. Thanks to Savannah's lack of open container laws, you can take an alcoholic beverage with you and imbibe along the way. Most reviewers say the tour provides a fun outing and the ghost stories are entertaining. Others complain of busy bars and expensive drinks. Tours run daily at 8 and 9 p.m., with additional tour times on the weekends. Tickets cost approximately $30 per person. For a more family-friendly experience, consider the company's Grave Tales Tour.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue Orb Savannah Ghost Tours – Savannah Shadows
Old Place,Blue Orb Savannah Ghost Tours – Savannah Shadows,4.4,25,372,"Blue Orb's Savannah Shadows tour is based on the book of the same name written by the company's founder, Tobias McGriff. This 90-minute tour is suitable for all ages and stops at locations known for their paranormal activity, such as the Hanging Square (generally known as Wright Square). Tickets cost approximately $25. Tours are typically offered Wednesday through Sunday at 8 p.m. Many reviewers comment that the tour offers the right mix of history and storytelling, along with chilling details. Others say that though the tales are spooky, they aren't too scary for kids. For a real thrill, the company offers an adults-only Zombie Tour that focuses on the voodoo concept of the walking undead.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Savannah Ghostwalker Tour
Gate Walk,Savannah Ghostwalker Tour,1.6,23,373,"During this 2 1/2-hour tour, guides (or ""ghostwalkers"") lead you down live oak-lined streets past haunted antebellum homes to battlefields and hidden cemeteries where paranormal events are a common occurrence. As you walk, ghostwalkers recount the scary stories of Savannah's eerie past. You can even search for otherworldly activity with your own ""ghost-hunting"" equipment. Travelers enjoy guides' ability to highlight the city's historical facts in their ghost stories. Visitors also say that the electromagnetic field meters add a fun twist to the tour. Tours run nightly at 9 p.m. Tickets start at $35 per person. Savannah Ghostwalker limits its tours to 15 people.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Bahamas
Travelling,The Bahamas,3.8,45,374,"A popular tourist destination among stateside citizens, the Bahamas are welcoming American visitors to the picturesque islands. Travelers must complete a Travel Health Visa application and provide a negative COVID-19 test taken no more than five days before arrival. Visitors are also required to opt-in to health insurance that will cover them for the entirety of their stay (the cost of which is included in the Travel Health Visa application fee). Anyone planning to stay on the island for more than five days must take a rapid antigen test on the fifth day. Additionally, those who travel around the Bahamas without wearing face coverings will be subject to fines. Learn more about traveling details on the tourism website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbados
Country Visit,Barbados,2.2,778,375,"As long as travelers (older than 5) complete a travel form online no less than 24 hours before their flight and provide a negative coronavirus test result taken within 72 hours of their entrance to the island, they can vacation in this Caribbean paradise. Even with a negative result in hand, travelers must quarantine in an approved hotel or villa for a minimum of five days at which time they can take another test to be released. Potential travelers should continue to monitor Barbados’ rules, as they are projected to change on May 8. Visit the Barbados website for more information regarding traveling during the pandemic.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belize
Country Visit,Belize,1.8,345,376,"American travelers (anyone 5 and older) will be required to present a negative coronavirus test taken no more than 96 hours prior to departure to Belize. (Rapid antigen tests taken no more than 48 hours before arrival are also accepted.) If you don’t present a negative test, you’ll have to front a $50 fee (paid in cash) and take a test upon arrival. A negative test means visitors can move freely around the country. U.S. visitors must also complete health forms on the Belize Health App to gain entry into the country. Keep in mind, a curfew is in effect from 10 p.m. to 5 a.m. For more information, visit the Belize tourism website or the U.S. Embassy in Belize website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyannis Whale Watcher Cruises – Barnstable
